1　乗用型トラクター(2駆・4駆・クローラ),"","","","","","","","","","","","","","","","","","","","","",""
"",(４)25～30馬力,"","","","","","","","","","","","","","","","","","","","",""
"",⑥中国,"","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","",単位：台、千円,"",""
"",銘柄,型式,台数,馬力,駆動方式,"","","",安全フレーム,"","","",ロータリ,"",年式及び初販年,"","","",販売価格(千円),"","",備考
"","","","","",2駆,4駆,ハーフ,フル,キャビン,４柱,２柱,フレ無し,有り,無し,"","","","",最高,平均,最低,""
"",ヰセキ,AT25,3,25,"",●,"","",●,"","","",●,"",05,～,"",09,2024,1715,1500,""
"",ヰセキ,AT25,24,25,"",●,"","","","",●,"",●,"",05,～,"",11,1950,1390,1080,""
"",ヰセキ,AT27,5,27,"",●,"","",●,"","","",●,"",05,～,"",13,2012,1403,648,""
"",ヰセキ,AT27,7,27,"",●,"","","","",●,"",●,"",04,～,"",08,1910,1574,1080,""
"",ヰセキ,TA267,4,26,"",●,"","","","",●,"",●,"",92,～,"",03,310,216,65,""
"",ヰセキ,TG25,3,25,"",●,"","","","",●,"",●,"",96,～,"",98,620,450,350,""
"",ヰセキ,TG253,10,25,"",●,"","","","",●,"",●,"",00,～,"",07,1150,826,100,""
"",ヰセキ,TG273,3,27,"",●,"","","","",●,"",●,"",02,～,"",04,1130,1025,864,""
"",ヰセキ,TK25,5,25,"",●,"","","","",●,"",●,"",95,～,"",03,756,587,350,""
"",クボタ,GL241,5,25,"",●,"","","","",●,"",●,"",96,～,"",96,814,623,300,""
"",クボタ,KL25,5,25,"",●,"","","","",●,"",●,"",99,～,"",99,1321,1092,926,""
"",クボタ,KL250,3,25,"",●,"","",●,"","","",●,"",03,～,"",03,1684,1354,936,""
"",クボタ,KL250,12,25,"",●,"","","","",●,"",●,"",03,～,"",04,1566,1084,556,""
"",クボタ,L270D,3,27,"",●,"","","","",●,"",●,"",05,～,"",05,1617,1218,833,""
"",ヤンマー,AF-250R,5,25,"",●,"","","","",●,"",●,"",97,～,"",99,1481,773,256,""
"",ヤンマー,AF-290,3,29,"",●,"","","","",●,"",●,"",96,～,"",96,1460,1460,1460,""
"",ヤンマー,EF326,3,26,"",●,"","","","",●,"",●,"",03,～,"",03,1382,1158,759,""
"",ヤンマー,EF328,3,28,"",●,"","","","",●,"",●,"",03,～,"",05,1852,1395,1037,""
"",ヤンマー,EG225,3,25,"",●,"","","","",●,"",●,"",98,～,"",13,1667,1559,1500,""
"",ヤンマー,EG227,3,27,"",●,"","",●,"","","",●,"",08,～,"",09,2130,1923,1602,""
"",ヤンマー,EG227,4,27,"",●,"","","","",●,"",●,"",98,～,"",11,1620,1548,1481,""
"",ヤンマー,RS-270,3,27,"",●,"","","","",●,"",●,"",98,～,"",98,463,463,463,""
